months,Contact Rate,Infected,Infection Rate,Infectivity,Population,Recovered,Recovery Rate,Recovery Time,Susceptible
9.1,50,302.360418526,8.23256540808,0.1,2500,685.025753566,100.786806175,3,13.6138279081
9.2,50,293.104994449,7.49796069924,0.1,2500,695.104434184,97.7016648164,3,12.7905713673
9.3,50,284.084624037,6.84119824696,0.1,2500,704.874600665,94.6948746792,3,12.0407752974
9.4,50,275.299256394,6.25295761352,0.1,2500,714.344088133,91.7664187981,3,11.3566554727
9.5,50,266.747910276,5.72513555484,0.1,2500,723.520730013,88.9159700919,3,10.7313597113
9.6,50,258.428826822,5.25067738785,0.1,2500,732.412327022,86.142942274,3,10.1588461559
9.7,50,250.339600333,4.82343247726,0.1,2500,741.026621249,83.4465334445,3,9.63377841708
9.8,50,242.477290237,4.43803040328,0.1,2500,749.371274594,80.8257634122,3,9.15143516935
9.9,50,234.838516936,4.08977483041,0.1,2500,757.453850935,78.2795056453,3,8.70763212902
10,50,227.419543854,3.77455250839,0.1,2500,765.2818015,75.8065146181,3,8.29865464598
10.1,50,220.216347643,3.48875519951,0.1,2500,772.862452961,73.4054492145,3,7.92119939514
10.2,50,213.224678242,3.22921264366,0.1,2500,780.202997883,71.0748927473,3,7.57232387519
10.3,50,206.440110232,2.99313494818,0.1,2500,787.310487158,68.8133700772,3,7.24940261083
10.4,50,199.858086719,2.7780630265,0.1,2500,794.191824165,66.6193622395,3,6.95008911601
10.5,50,193.473956797,2.58182591354,0.1,2500,800.853760389,64.4913189324,3,6.67228281336
10.6,50,187.283007495,2.40250395991,0.1,2500,807.302892283,62.4276691651,3,6.414100222
10.7,50,181.280490975,2.23839705533,0.1,2500,813.545659199,60.426830325,3,6.17384982601
10.8,50,175.461647648,2.08799715852,0.1,2500,819.588342232,58.4872158826,3,5.95001012048
10.9,50,169.821725776,1.94996451791,0.1,2500,825.43706382,56.6072419252,3,5.74121040463
11,50,164.355998035,1.82310705907,0.1,2500,831.097788012,54.7853326783,3,5.54621395284
11.1,50,159.059775473,1.70636249223,0.1,2500,836.57632128,53.0199251576,3,5.36390324693
11.2,50,153.928419206,1.59878275895,0.1,2500,841.878313796,51.3094730688,3,5.19326699771
11.3,50,148.957350175,1.49952049281,0.1,2500,847.009261103,49.6524500585,3,5.03338872181
11.4,50,144.142057219,1.40781721655,0.1,2500,851.974506109,48.0473524063,3,4.88343667253
11.5,50,139.4781037,1.3229930381,0.1,2500,856.779241349,46.4927012333,3,4.74265495088
11.6,50,134.96113288,1.24443764222,0.1,2500,861.428511473,44.9870442934,3,4.61035564707
11.7,50,130.586872215,1.17160240363,0.1,2500,865.927215902,43.5289574051,3,4.48591188285
11.8,50,126.351136715,1.10399347211,0.1,2500,870.280111642,42.1170455717,3,4.36875164248
11.9,50,122.249831505,1.04116570117,0.1,2500,874.4918162,40.749943835,3,4.25835229527
12,50,118.278953692,0.98271730992,0.1,2500,878.566810583,39.4263178972,3,4.15423572515
12.1,50,114.434593633,0.928285182924,0.1,2500,882.509442373,38.1448645443,3,4.05596399416
12.2,50,110.712935697,0.877540726196,0.1,2500,886.323928827,36.9043118989,3,3.96313547587
12.3,50,107.11025858,0.830186208393,0.1,2500,890.014360017,35.7034195265,3,3.87538140325
12.4,50,103.622935248,0.785951526075,0.1,2500,893.58470197,34.5409784159,3,3.79236278241
12.5,50,100.247432559,0.744591340015,0.1,2500,897.038799811,33.4158108529,3,3.7137676298
